1.0,-5.113252563933866e-05
1.01,-0.010050335853514161
1.02,-0.020202707317542895
1.03,-0.030459207484742463
1.04,-0.04082199452023101
1.05,-0.05129329438751167
1.06,-0.061875403718021325
1.07,-0.07257069283491452
1.08,-0.08338160893895691
1.09,-0.09431067947117489
1.1,-0.10536051565774146
1.11,-0.11653381625600248
1.12,-0.12783337150968105
1.13,-0.13926206733365382
1.1400000000000001,-0.15082288973462507
1.15,-0.16251892949769187
1.16,-0.17435338714492307
1.17,-0.18632957819138327
1.18,-0.19845093872375325
1.19,-0.21072103131548292
1.2,-0.22314355131424957
1.21,-0.23572233352059016
1.22,-0.2484613592981954
1.23,-0.2613647641340157
1.24,-0.27443684570219423
1.25,-0.2876820724520794
1.26,-0.30110509278426106
1.27,-0.3147107448393606
1.28,-0.3285040669723378
1.29,-0.34249030894710514
1.3,-0.3566749439380648
1.31,-0.3710636813913933
1.32,-0.38566248081124205
1.33,-0.40047756659644357
1.34,-0.4155154439618303
1.35,-0.43078291609230634
1.3599999999999999,-0.44628710262849913
1.37,-0.4620354595970778
1.38,-0.47803580094408876
1.3900000000000001,-0.49429632181476735
1.4,-0.5108256237655424
1.4100000000000001,-0.5276327420817689
1.42,-0.5447271754407134
1.43,-0.5621189181542667
1.44,-0.579818495252669
1.45,-0.5978370007561674
1.46,-0.6161861394229328
1.47,-0.6348782724364818
1.48,-0.6539264674065655
1.49,-0.6733445532647685
1.5,-0.6931471805587694
1.51,-0.7133498878761296
1.52,-0.7339691750808066
1.53,-0.7550225842784141
1.54,-0.7765287895001542
1.55,-0.7985076962196921
1.56,-0.8209805520694542
1.57,-0.8439700702937405
1.58,-0.8675005677057164
1.5899999999999999,-0.8915981192840087
1.6,-0.9162907318734673
1.6099999999999999,-0.9416085398566091
1.62,-0.9675840262632647
1.63,-0.9942522733459125
1.6400000000000001,-1.0216512475310848
1.65,-1.049822124497299
1.6600000000000001,-1.0788096613699318
1.67,-1.1086626245229814
1.6800000000000002,-1.1394342831906459
1.69,-1.1711829815030763
1.7000000000000002,-1.2039728043274291
1.71,-1.2378743560000705
1.72,-1.2729656758154815
1.73,-1.309333319982573
1.74,-1.3470736479651073
1.75,-1.386294361117539
1.76,-1.4271163556404527
1.77,-1.4696759700598796
1.78,-1.5141277326320808
1.79,-1.5606477482651422
1.8,-1.6094379124373828
1.81,-1.6607312068225228
1.82,-1.7147984280898498
1.83,-1.7719568419294138
1.8399999999999999,-1.8325814637469346
1.85,-1.8971199848852156
1.8599999999999999,-1.9661128563743129
1.87,-2.0402208285238026
1.88,-2.1202635361988897
1.8900000000000001,-2.20727491318612
1.9,-2.3025850929917357
1.9100000000000001,-2.4079456086548583
1.92,-2.5257286443083995
1.9300000000000002,-2.65926003692653
1.94,-2.813410716764528
1.9500000000000002,-2.9957322735567873
1.96,-3.2188758248747655
1.97,-3.5065578973165654
1.98,-3.9120230054253216
1.99,-4.605170185983471
2.0,0.0
2.01,-4.6051701859834715
2.02,-3.9120230054253216
2.0300000000000002,-3.506557897316565
2.04,-3.2188758248747655
2.05,-2.9957322735567873
2.06,-2.813410716764528
2.0700000000000003,-2.6592600369265296
2.08,-2.5257286443083995
2.09,-2.4079456086548583
2.1,-2.3025850929917357
2.1100000000000003,-2.20727491318612
2.12,-2.1202635361988897
2.13,-2.0402208285238026
2.14,-1.9661128563743129
2.1500000000000004,-1.8971199848852156
2.16,-1.8325814637469346
2.17,-1.7719568419294138
2.1799999999999997,-1.7147984280898498
2.19,-1.6607312068225233
2.2,-1.6094379124373828
2.21,-1.5606477482651422
2.2199999999999998,-1.5141277326320808
2.23,-1.4696759700598796
2.24,-1.4271163556404527
2.25,-1.386294361117539
2.26,-1.3470736479651073
2.27,-1.309333319982573
2.2800000000000002,-1.2729656758154815
2.29,-1.2378743560000705
2.3,-1.2039728043274291
2.31,-1.1711829815030763
2.3200000000000003,-1.1394342831906457
2.33,-1.1086626245229814
2.34,-1.0788096613699318
2.35,-1.049822124497299
2.3600000000000003,-1.0216512475310848
2.37,-0.9942522733459125
2.38,-0.9675840262632647
2.39,-0.9416085398566091
